Brand,Model,Year of Fabrication,Kilometres,Location,PriceEuro,PriceLei
Hyundai,ix35,2012,181 000 km,"STR.BERLIN NR.20 VLADIMIRESCU - 317405 Arad, Judet Arad (Romania)","10 300","10 300"
Audi,A6,2018,180 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","21 988","21 988"
Volkswagen,Touran,2013,190 000 km,"STR.BERLIN NR.20 VLADIMIRESCU - 317405 Arad, Judet Arad (Romania)","8 250","8 250"
Citroën,DS4,2018,208 000 km,"EUGEN IONESCO 109 A - 400357 Cluj-Napoca, Judet Cluj (Romania)","10 994","10 994"
Renault,Megane,2020,149 850 km,"Pitesti - 117045 Pitesti, Judet Arges (Romania)","12 999","12 999"
Volkswagen,Tiguan,2019,159 440 km,"STR. OASULUI, 86-90 (Intrare Str. Iris) - 400268 Cluj-Napoca, Judet Cluj (Romania)","24 999","24 999"
Audi,A4,2013,189 000 km,"Bucuresti, Sectorul 3","9 300","9 300"
Nissan,Qashqai,2007,249 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","5 999","5 999"
Ford,Focus,2015,241 577 km,"Calea Bucurestilor, nr. 224E - 075150 Otopeni, Judet Bucuresti - Ilfov (Romania)","5 999","5 999"
BMW,Seria 3,2018,258 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","14 999","14 999"
Ford,Puma,2020,98 000 km,"Miercurea-Ciuc, Sectorul 1","15 500","15 500"
Land Rover,Range Rover Evoque,2020,36 916 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","40 400","40 400"
Skoda,Kodiaq,2018,120 000 km,"Bucuresti, Sec 1, Soseaua Chitilei nr 196 - 012402 Bucuresti, Judet Bucuresti (Romania)","25 823","25 823"
Volkswagen,Passat,2012,239 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","8 499","8 499"
Audi,A4,2019,81 077 km,"DN 65 B nr 5 - 117140 Geamana, Judet Arges (Romania)","23 890","23 890"
Dacia,Logan,2018,93 085 km,"Sos. Bucuresti-Ploiesti, Nr145, - 235467 Otopeni, Judet Bucuresti - Ilfov (Romania)","7 650","7 650"
BMW,X4,2017,172 600 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","27 990","27 990"
Volkswagen,Touareg,2016,175 500 km,"Pitesti, Judet Arges","19 500","19 500"
Seat,Ibiza,2014,209 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","5 499","5 499"
Ford,Mondeo,2018,198 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","14 999","14 999"
Audi,A4,2018,239 198 km,"Botosani, Judet Botosani","20 200","20 200"
Renault,Megane,2013,233 000 km,"Bd. Timisoara nr. 104E - 61334 Bucuresti, Judet Bucuresti (Romania)","6 590","6 590"
Toyota,Yaris Cross,2023,2 km,"Bulevardul Tudor Vladimirescu 29A, AFI Tech Park 2 - 050881 Bucuresti, Judet Bucuresti (Romania)","27 600","27 600"
Citroën,DS5,2014,189 113 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","10 750","10 750"
Volvo,V60,2013,247 361 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","12 999","12 999"
Volkswagen,up!,2018,129 652 km,"Str. Calea Bucuresti, Nr. 37 - 240300 Ramnicu Valcea, Judet Valcea (Romania)","6 975","6 975"
Mercedes-Benz,S,2023,17 km,"Str Gheorghe Doja nr 304 - 540237 Targu-Mures, Judet Mures (Romania)","249 372","249 372"
BMW,Seria 1,2006,214 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","3 999","3 999"
Audi,Q7,2019,115 140 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","40 990","40 990"
Volvo,XC 60,2018,137 000 km,"Bucuresti, Sec 1, Soseaua Chitilei nr 196 - 012402 Bucuresti, Judet Bucuresti (Romania)","27 608","27 608"
Renault,Kangoo,2009,302 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","2 999","2 999"
BMW,Seria 5,2021,16 694 km,"RETEA NATIONALA DE VANZARI - BUCURESTI Galati, Judet Galati (Romania)","51 156","51 156"
Volkswagen,Golf,2006,254 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","3 499","3 499"
Ford,Focus,2011,209 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","5 499","5 499"
Toyota,Corolla,2019,86 500 km,"Suceava, Judet Suceava","16 000","16 000"
Audi,A6,2016,140 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","24 500","24 500"
Toyota,C-HR,2021,44 700 km,"Bd. Expozitiei, Nr. 1-3 - 012103 Bucuresti, Judet Bucuresti (Romania)","21 896","21 896"
Peugeot,3008,2017,143 997 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","17 500","17 500"
Ford,Fiesta,2010,199 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","4 499","4 499"
Dacia,Sandero,2013,237 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","4 999","4 999"
Nissan,Juke,2015,172 000 km,"STR.BERLIN NR.20 VLADIMIRESCU - 317405 Arad, Judet Arad (Romania)","10 000","10 000"
BMW,Seria 3,2018,214 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","17 990","17 990"
Renault,Clio,2012,283 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","5 999","5 999"
BMW,X3,2022,11 500 km,"Craiova - 207206 Craiova, Judet Dolj (Romania)","59 976","59 976"
Ford,Focus,2013,193 000 km,"EUGEN IONESCO 109 A - 400357 Cluj-Napoca, Judet Cluj (Romania)","5 889","5 889"
Kia,Sportage,2018,60 300 km,"Bd. Expozitiei, Nr. 1-3 - 012103 Bucuresti, Judet Bucuresti (Romania)","20 900","20 900"
Skoda,Octavia,2019,179 450 km,"Strada Targoviste, nr 10 - 100299 Ploiesti, Judet Prahova (Romania)","12 489","12 489"
Hyundai,I30,2010,212 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","4 499","4 499"
Suzuki,Vitara,2016,168 651 km,"Str. Corneliu Coposu - 40000 Cluj-Napoca, Judet Cluj (Romania)","13 650","13 650"
BMW,Seria 3,2015,181 786 km,"Calea Bucureștilor 30 - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","19 490","19 490"
Volkswagen,Golf,2010,271 000 km,"Plaiesu, Judet Neamt","5 000","5 000"
Audi,Q5,2015,113 750 km,"Strada Matei Corvin nr. 1 - 547530 Sangeorgiu de Mures, Judet Mures (Romania)","15 490","15 490"
Renault,Scenic,2008,198 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","3 999","3 999"
BMW,X5,2023,7 900 km,"Calea Bucureștilor 30 - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","99 989","99 989"
Volvo,XC 40,2019,139 903 km,"Calea Bucureștilor 30 - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","27 489","27 489"
BMW,Seria 3,2016,192 555 km,"Strada Aeroportului nr 47i, Cornetu, Ilfov - 077070 Cornetu, Judet Bucuresti - Ilfov (Romania)","16 990","16 990"
Audi,RS Q8,2023,5 000 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","160 884","160 884"
Volvo,XC 60,2019,195 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","28 560","28 560"
Skoda,Kodiaq,2020,164 000 km,"str. Amurgului, nr. 1 - 300278 Timisoara, Judet Timis (Romania)","24 100","24 100"
BMW,X5,2021,50 160 km,"Cluj-Napoca, Judet Cluj","68 000","68 000"
Mercedes-Benz,GLE,2020,129 900 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","78 528","78 528"
Audi,Q2,2017,78 693 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","18 489","18 489"
Hyundai,Tucson,2016,124 893 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","21 688","21 688"
Volkswagen,Tiguan,2017,86 905 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","21 688","21 688"
Skoda,Superb,2018,156 700 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","20 813","20 813"
Opel,Crossland,2019,18 000 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","16 481","16 481"
Porsche,Cayenne,2019,182 960 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","64 248","64 248"
Volkswagen,Passat,2020,170 328 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","18 990","18 990"
Mercedes-Benz,C,2017,148 700 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","22 450","22 450"
Skoda,Superb,2020,203 156 km,"focsani campului nr.14 - 620105 Focsani, Judet Vrancea (Romania)","16 990","16 990"
Ford,Transit Custom,2019,194 000 km,"Bucuresti, Sec 1, Soseaua Chitilei nr 196 - 012402 Bucuresti, Judet Bucuresti (Romania)","21 063","21 063"
Suzuki,Vitara,2016,119 000 km,"Bucuresti, Sectorul 3","13 900","13 900"
BMW,X5 M,2017,160 000 km,"com. Geamana Str. Targului ,NR 21/ IN PITESTI/ - 117141 Pitesti, Judet Arges (Romania)","35 990","35 990"
Toyota,C-HR,2017,188 451 km,"Racovita 267 - 077106 Ramnicu Valcea, Judet Valcea (Romania)","17 000","17 000"
BMW,X5,2020,75 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","52 000","52 000"
Audi,Q7,2012,289 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","14 499","14 499"
Mercedes-Benz,A,2016,99 990 km,"Calea Doctor Alexandru Șafran 23, Bacău, Romania - 600298 Bacau, Judet Bacau (Romania)","13 900","13 900"
Volkswagen,up!,2018,80 964 km,"Calea Floresti, Nr. 145 - 400495 Cluj-Napoca, Judet Cluj (Romania)","7 750","7 750"
Volkswagen,Tiguan,2019,126 500 km,"Piata Montreal nr 10, WTC, Intrarea E, Parter - 212659 Bucuresti, Judet Bucuresti (Romania)","27 370","27 370"
Mercedes-Benz,SL,2022,9 391 km,"Str Gheorghe Doja nr 304 - 540237 Targu-Mures, Judet Mures (Romania)","201 110","201 110"
Ford,Focus,2019,110 171 km,"Calea Clujului, Nr 279-281 - 417270 Oradea, Judet Bihor (Romania)","13 490","13 490"
Volkswagen,Golf,2014,149 000 km,"Constructorilor NR.9 - 307370 Sacalaz, Judet Timis (Romania)","9 990","9 990"
Mercedes-Benz,GLC,2019,172 592 km,"Bulevardul Poligrafiei nr 52-54 - 013706 Bucuresti, Judet Bucuresti (Romania)","33 499","33 499"
Volkswagen,Jetta,2013,211 000 km,"Str Teilor nr.170 - 307201 Timisoara, Judet Timis (Romania)","8 799","8 799"
Porsche,Cayenne Coupe,2023,5 000 km,"Drumul Garii Odai 2A, Cladirea AIRPORT PLAZA - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","102 221","102 221"
Opel,Astra,2017,183 300 km,"Bucuresti, sector 6 - 077040 Bucuresti, Judet Bucuresti (Romania)","8 989","8 989"
BMW,Seria 5,2020,149 000 km,"Bd. Timisoara nr. 104E - 61334 Bucuresti, Judet Bucuresti (Romania)","30 989","30 989"
Volkswagen,Passat,2019,170 000 km,"Bucuresti, sector 6 - 077040 Bucuresti, Judet Bucuresti (Romania)","16 989","16 989"
Dacia,Duster,2019,196 000 km,"B-dul 1Decembrie 1918 , Nr 1 - 510125 Alba Iulia, Judet Alba (Romania)","13 890","13 890"
Mercedes-Benz,A,2020,133 544 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","22 499","22 499"
Volkswagen,Passat,2017,143 400 km,"Bucuresti, sector 6 - 077040 Bucuresti, Judet Bucuresti (Romania)","14 989","14 989"
Volkswagen,Passat,2016,199 000 km,"EUGEN IONESCO 109 A - 400357 Cluj-Napoca, Judet Cluj (Romania)","11 489","11 489"
Volkswagen,Passat,2018,195 700 km,"STR. ALUNIS NR.192 - 077124 Magurele, Judet Bucuresti - Ilfov (Romania)","15 489","15 489"
Volkswagen,Golf,2019,111 000 km,"Bucuresti, Sec 1, Soseaua Chitilei nr 196 - 012402 Bucuresti, Judet Bucuresti (Romania)","15 113","15 113"
Volkswagen,up!,2019,85 528 km,"Sos. Bucuresti-Ploiesti, Nr145, - 235467 Otopeni, Judet Bucuresti - Ilfov (Romania)","7 450","7 450"
Peugeot,3008,2019,165 805 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","19 189","19 189"
Ford,Focus,2019,72 599 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","12 490","12 490"
Opel,Zafira,2017,203 181 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","10 999","10 999"
Audi,A4,2016,185 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","16 999","16 999"
Volkswagen,Polo,2020,11 921 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 249","15 249"
Toyota,C-HR,2017,190 000 km,"STRADA ATELIERELOR, NR 148 - 607015 Moinesti, Judet Bacau (Romania)","17 990","17 990"
Volkswagen,ID.4,2023,1 km,"Pipera, Voluntari, Romania - 245700 Voluntari, Judet Bucuresti - Ilfov (Romania)","33 900","33 900"
Volkswagen,Golf,2019,147 379 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","12 190","12 190"
Volvo,S90,2018,121 504 km,"Racovita 267 - 077106 Ramnicu Valcea, Judet Valcea (Romania)","20 500","20 500"
BMW,Seria 7,2016,217 686 km,"Racovita 267 - 077106 Ramnicu Valcea, Judet Valcea (Romania)","32 500","32 500"
Mini,Countryman,2017,178 846 km,"Targu Mures str.libertatii 117A - 547525 Targu-Mures, Judet Mures (Romania)","16 648","16 648"
Volkswagen,T-Cross,2021,54 037 km,"sos Clinceni nr 25 - 077060 Bragadiru, Judet Bucuresti - Ilfov (Romania)","19 990","19 990"
Ford,Tourneo Connect,2018,233 155 km,"Str. Fabricii Nr. 93-103 - 400630 Cluj-Napoca, Judet Cluj (Romania)","16 648","16 648"
Ford,Tourneo Connect,2018,168 706 km,"Str. Fabricii Nr. 93-103 - 400630 Cluj-Napoca, Judet Cluj (Romania)","17 999","17 999"
BMW,X5,2012,267 000 km,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","13 499","13 499"
Volvo,XC 60,2018,192 450 km,"Strada Traian Vuia 236, Cluj-Napoca, Romania - 400397 Cluj-Napoca, Judet Cluj (Romania)","27 989","27 989"
Volkswagen,Tiguan,2012,283 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","12 499","12 499"
Skoda,Superb,2022,24 200 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","28 700","28 700"
Audi,Q5,2018,62 800 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","34 500","34 500"
Audi,A6,2020,46 500 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","37 500","37 500"
BMW,X6,2009,268 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","14 999","14 999"
Audi,A5,2011,181 000 km,"Soseaua Bucuresti-Pitesti Km.110 - 117719 Stefanesti, Judet Arges (Romania)","8 450","8 450"
Volkswagen,Touareg,2020,93 442 km,"TRANSILVANIEI NR 510 - 120164 Buzau, Judet Buzau (Romania)","57 900","57 900"
Mercedes-Benz,C,2015,181 000 km,"Constanta, Judet Constanta","16 950","16 950"
Nissan,Juke,2011,205 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","7 499","7 499"
Volkswagen,Tiguan,2009,221 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","8 499","8 499"
Mitsubishi,ASX,2014,198 000 km,"Constructorilor nr 28 - 300571 Timisoara, Judet Timis (Romania)","9 999","9 999"
Dacia,Sandero,2020,50 998 km,"Sos. Borsului Nr. 22 D - 410605 Oradea, Judet Bihor (Romania)","10 490","10 490"
BMW,Seria 5,2019,109 202 km,"Bucuresti,Sector5 - 050011 Bucuresti, Judet Bucuresti (Romania)","35 000","35 000"
Porsche,Cayenne Coupe,2022,20 616 km,"Drumul Garii Odai 2A, Cladirea AIRPORT PLAZA - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","99 841","99 841"
Mercedes-Benz,S,2021,50 194 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","99 948","99 948"
Mercedes-Benz,E,2018,103 885 km,"Bd.Metalurgiei,130A - 041833 Bucuresti, Judet Bucuresti (Romania)","24 299","24 299"
Mercedes-Benz,ML,2015,144 000 km,"Targu-Mures, Judet Mures","19 990","19 990"
BMW,X3,2012,149 000 km,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","14 999","14 999"
Skoda,Kodiaq,2021,120 000 km,"Mihai Viteazul, nr. 105 A - 450066 Zalau, Judet Salaj (Romania)","26 998","26 998"
BMW,Seria 5,2015,191 409 km,"Strada Aeroportului nr 47i, Cornetu, Ilfov - 077070 Cornetu, Judet Bucuresti - Ilfov (Romania)","17 490","17 490"
Renault,Espace,2015,165 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","14 990","14 990"
Dacia,Duster,2020,112 969 km,"Bulevardul Iuliu Maniu 572-574 - 061129 Bucuresti, Judet Bucuresti (Romania)","13 566","13 566"
Volkswagen,Golf,2013,230 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","9 200","9 200"
Ford,Kuga,2013,246 619 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","10 990","10 990"
Volkswagen,Golf,2014,199 400 km,"Iasi, Judet Iasi","9 350","9 350"
Mercedes-Benz,G,2022,23 000 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","208 238","208 238"
BMW,X3,2008,294 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","6 999","6 999"
Volkswagen,Golf,2014,236 132 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","8 299","8 299"
BMW,X5 M,2023,12 000 km,"Pacurari, Nr. 189 - 700545 Iasi, Judet Iasi (Romania)","93 900","93 900"
Audi,A6,2019,93 406 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","26 495","26 495"
Mercedes-Benz,S Maybach,2023,50 km,"Drumul Osiei 52 - 062395 Bucuresti, Judet Bucuresti (Romania)","272 999","272 999"
Honda,CR-V,2019,47 000 km,"Bd. Expozitiei, Nr. 1-3 - 012103 Bucuresti, Judet Bucuresti (Romania)","25 400","25 400"
Peugeot,5008,2017,154 915 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","17 990","17 990"
Land Rover,Discovery,2017,112 394 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","29 500","29 500"
Porsche,Panamera,2021,9 000 km,"Soseaua Gheorghe Ionescu Sisesti Nr 351-353 - 014144 Bucuresti, Judet Bucuresti (Romania)","124 950","124 950"
Toyota,Land Cruiser,2022,942 km,"Strada Cernauti, Numarul 113 - 727525 Suceava, Judet Suceava (Romania)","148 990","148 990"
Peugeot,308,2019,163 316 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","12 290","12 290"
Ford,Kuga,2018,198 114 km,"str. vale nr.36 - 547525 Sancraiu de Mures, Judet Mures (Romania)","17 990","17 990"
Mercedes-Benz,GLA,2014,192 000 km,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","17 999","17 999"
Porsche,Macan,2016,139 500 km,"Cluj-Napoca, Judet Cluj","32 900","32 900"
Volkswagen,Passat,2022,29 000 km,"Strada Comerțului 5, Domnești, Ilfov, Romania - 077090 Domnesti, Judet Bucuresti - Ilfov (Romania)","25 000","25 000"
Mercedes-Benz,EQE,2022,12 000 km,"Strada Firuță 7, București, România - 051785 Bucuresti, Judet Bucuresti (Romania)","85 000","85 000"
Volvo,V90,2018,96 000 km,"Strada Firuță 7, București, România - 051785 Bucuresti, Judet Bucuresti (Romania)","24 500","24 500"
Hyundai,IONIQ,2019,44 747 km,"STR. DISTRIBUTIEI, NR. 4 - 550135 Sibiu, Judet Sibiu (Romania)","21 848","21 848"
Mini,Cooper SE,2020,28 000 km,"Strada Firuță 7, București, România - 051785 Bucuresti, Judet Bucuresti (Romania)","24 000","24 000"
Opel,Corsa,2011,224 000 km,"iesire din Sacalaz,pe drumul spre Sanmihaiu Roman - 307370 Sacalaz, Judet Timis (Romania)","3 999","3 999"
Honda,Honda e,2021,31 000 km,"Strada Firuță 7, București, România - 051785 Bucuresti, Judet Bucuresti (Romania)","27 900","27 900"
Audi,A6,2017,196 900 km,"STR. ALUNIS NR.192 - 077124 Magurele, Judet Bucuresti - Ilfov (Romania)","21 980","21 980"
Audi,e-tron,2020,43 000 km,"Strada Firuță 7, București, România - 051785 Bucuresti, Judet Bucuresti (Romania)","43 900","43 900"
Alfa Romeo,Stelvio,2018,137 327 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","29 990","29 990"
Mercedes-Benz,C,2019,135 000 km,"Strada Firuță 7, București, România - 051785 Bucuresti, Judet Bucuresti (Romania)","19 900","19 900"
BMW,X6,2020,94 279 km,"str.Turnu Magurele 270D, Cavar Center,Parter - 041713 Bucuresti, Judet Bucuresti (Romania)","65 989","65 989"
BMW,X5,2020,13 288 km,"braila - 810156 Braila, Judet Braila (Romania)","79 730","79 730"
Audi,Q2,2018,174 000 km,"Peciu Nou Nr 600B - 307310 Timisoara, Judet Timis (Romania)","15 827","15 827"
Mazda,2,2017,135 000 km,"Peciu Nou Nr 600B - 307310 Timisoara, Judet Timis (Romania)","11 126","11 126"
Ford,F150,2020,51 439 km,"Calea Clujului, Nr 279-281 - 417270 Oradea, Judet Bihor (Romania)","55 900","55 900"
Audi,A5,2021,14 300 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","35 000","35 000"
Dacia,Sandero,2020,60 437 km,"Calea Bucuresti, nr. 111 - 077180 Tunari, Judet Bucuresti - Ilfov (Romania)","8 990","8 990"
Volkswagen,Tiguan,2016,174 000 km,"Calea Chisinaului, Nr 45 - 700139 Iasi, Judet Iasi (Romania)","18 490","18 490"
Volkswagen,ARTEON,2019,81 100 km,"Soseaua de Centura Nr. 53 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","29 600","29 600"
Skoda,Octavia,2019,133 379 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","13 900","13 900"
Ford,Mondeo,2020,116 554 km,"Calea Clujului, Nr 279-281 - 417270 Oradea, Judet Bihor (Romania)","23 990","23 990"
Audi,A6,2023,95 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","68 899","68 899"
Renault,Trafic,2017,182 000 km,"Peciu Nou Nr 600B - 307310 Timisoara, Judet Timis (Romania)","11 007","11 007"
Volkswagen,Golf,2007,288 000 km,"397G14/5 corunca 397G14/5 - 540292 Corunca, Judet Mures (Romania)","4 000","4 000"
Hyundai,Tucson,2022,15 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","42 678","42 678"
BMW,X5,2017,169 000 km,"Str. Soarelui, Nr. 90 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","31 000","31 000"
BMW,Seria 7,2021,22 500 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","77 998","77 998"
Toyota,RAV4,2022,8 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","49 899","49 899"
Volvo,XC 60,2019,44 800 km,"Calea Bucureștilor 289, Otopeni, România - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","41 827","41 827"
Volvo,V40,2014,262 000 km,"Str Oasului 177 - 400641 Cluj-Napoca, Judet Cluj (Romania)","9 999","9 999"
BMW,X5,2018,187 600 km,"Magurele str Magnoliei nr.10 - 077125 Magurele, Judet Bucuresti - Ilfov (Romania)","32 950","32 950"
Dacia,Duster,2016,139 000 km,"B-dul 1Decembrie 1918 , Nr 1 - 510125 Alba Iulia, Judet Alba (Romania)","11 890","11 890"
BMW,XM,2023,9 500 km,"str.Turnu Magurele 270D, Cavar Center,Parter - 041713 Bucuresti, Judet Bucuresti (Romania)","168 980","168 980"
Dacia,Duster,2018,168 000 km,"B-dul 1Decembrie 1918 , Nr 1 - 510125 Alba Iulia, Judet Alba (Romania)","15 690","15 690"
